name,rating,reviews,host_name,address,amenities,safety_rules,house_rules,price,guests,bedrooms,beds,bathrooms,check_in,check_out,country
"House in Monterrazas, Metro Baguio",4.68,154.0,Tanya,"Baguio, Cordillera Administrative Region, Philippines","Mountain view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV,Washing machine,Free dryer – In building,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,Smoke alarm,Show more,Show more,","Check-in: After 2:00 pm,Check out: 11:00 am,Self check-in with building staff,No smoking,No pets,No parties or events,Show more,Show more,",8767,10,3,3,3,After 2:00 pm,11:00 am,Philippines
Glamping in the A-frame Kubo at the Sunset Hill,,,Oliver,"San Juan, Ilocos Region, Philippines","Wifi,Free parking on premises,Shared backyard – Fully fenced,Luggage drop-off allowed,Fire pit,Breakfast,Long-term stays allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,Security camera/recording device Show more,Smoke alarm,Show more,Show more,","Check-in: After 3:00 pm,Check out: 11:00 am,Not suitable for children and infants,No smoking,No pets",2352,2,1,1,,After 3:00 pm,11:00 am,Philippines
Bungalow with Heated Private Pool in Sapanca,,1.0,Ugur,"Memnuniye, Sakarya, Turkey","Lake access,Kitchen,Wifi,Dedicated workspace,Free on-street parking,Shared outdoor pool,Private hot tub,TV,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Show more,Show more,","Check-in: 2:00 pm - 12:00 am,Check out: 11:00 am,No pets,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",22436,2,1,1,1,2:00 pm - 12:00 am,11:00 am,Turkey
Welcome from Borjomi,4.82,44.0,Giorgi,"Borjomi, Samtskhe-Javakheti, Georgia","Mountain view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV,Free washer – In unit,Patio or balcony,Garden","󹀁,Airbnb's COVID-19 safety practices apply,Nearby lake, river, other body of water,Climbing or play structure,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: After 2:00 pm,Check out: 11:00 am,Self check-in with lockbox,No smoking,No parties or events,Pets are allowed",6372,4,1,1,1,After 2:00 pm,11:00 am,Georgia
SAPANCA ELİTE BUNGALOW,,1.0,Ferhat,"Sapanca, Sakarya, Turkey","Valley view,Garden view,Lake access,Ski-in/ski-out – On a ski run,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pool,Private hot tub – available all year, open 24 hours","󹀁,Airbnb's COVID-19 safety practices apply,Nearby lake, river, other body of water,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: After 2:00 pm,Check out: 11:00 am,Self check-in with lockbox,Pets are allowed,󱤇,Smoking is allowed",19147,4,1,1,,After 2:00 pm,11:00 am,Turkey
Unique views of Rize badara plateau,4.69,13.0,Batuhan,"Hemşin, Rize, Turkey","Mountain view,Valley view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Paid washer – In building,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Nearby lake, river, other body of water,Climbing or play structure,Show more,Show more,","Check-in: After 2:00 pm,Check out: 12:00 pm,Self check-in with lockbox,Pets are allowed,󱤇,Smoking is allowed",8028,3,,6,1,After 2:00 pm,12:00 pm,Turkey
LOGIN OKINAWA -plants-,,,LoginOkinawa,"Onna, Kunigami District, Okinawa, Japan","Beach access,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV with standard cable/satellite,Washing machine,Air conditioning,Bath","󹀁,Airbnb's COVID-19 safety practices apply,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: After 4:00 pm,Check out: 11:00 am,Pets are allowed,Show more,Show more,",12590,8,3,3,1,After 4:00 pm,11:00 am,Japan
PyramidHouse  (kubrik camping),4.89,19.0,Yiğit,"Konyaaltı, Antalya, Turkey","Kitchen,Wifi,Free parking on premises,Private hot tub,Pets allowed,AC – split-type ductless system,Patio or balcony,Private backyard – Fully fenced,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Show more,Show more,","Check-in: After 1:00 pm,Check out: 12:00 pm,Not suitable for children and infants,Pets are allowed,󱤇,Smoking is allowed",2820,2,,,1,After 1:00 pm,12:00 pm,Turkey
La Fuite bungalow,,,Georges,"Mansourieh, Mount Lebanon Governorate, Lebanon","City skyline view,Garden view,Kitchen,Wifi,Free parking on premises,HDTV with Chromecast,Air conditioning,Bath,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",No Safety Rules Provided,No House Rules Provided,6839,4,2,2,5,,,Lebanon
恩纳村的打卡圣地网红海景小木屋Cinderella J House,4.58,58.0,Kiyomi,"Onna, Kunigami-gun, Okinawa, Japan","Garden view,Beach access,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,32"" TV with Netflix,Free washer – In building,Security cameras on property","󹀁,Airbnb's COVID-19 safety practices apply,Security camera/recording device Show more,Nearby lake, river, other body of water,Heights without rails or protection,Climbing or play structure,Show more,Show more,","Check-in: After 4:00 pm,Check out: 11:00 am,Self check-in with lockbox,No parties or events,Pets are allowed,󱤇,Smoking is allowed",6528,8,3,3,1,After 4:00 pm,11:00 am,Japan
Hualien Taroko YU's B&B & Quad Room Cabin,4.87,137.0,秀蘭,"Xiulin Township, Taiwan","Wifi,Free parking on premises,Hot tub,TV with standard cable/satellite,Washing machine,Air conditioning,Shared garden,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 3:00 pm,Check out: 11:00 am,Show more,Show more,",9028,4,1,1,1,After 3:00 pm,11:00 am,Taiwan
Treehouse in nature at the top of the Taurus mountains,5.0,3.0,Kuzeydagevleri,"Arslanköy, Mersin, Turkey","Mountain view,Garden view,Kitchen,Dedicated workspace,Free parking on premises,Free dryer – In unit,Hair dryer,Fire pit,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Nearby lake, river, other body of water,Show more,Show more,","Check-in: 1:00 pm - 6:00 pm,Check out: 11:00 am,No smoking,No pets,Show more,Show more,",4265,4,1,1,1,1:00 pm - 6:00 pm,11:00 am,Turkey
Aranyam Cafe & resort,5.0,3.0,Vivek,"Bhimtal, Uttarakhand, India","Mountain view,Resort view,Lake access,Wifi – 47 Mbps,Dedicated workspace,Free parking on premises,Pets allowed,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No smoke alarm,Nearby lake, river, other body of water,Climbing or play structure,󱠁,Carbon monoxide detector not required Show more,Show more,Show more,","Check-in: Flexible,Check out: 11:00 am,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",3652,2,1,1,5,Flexible,11:00 am,India
Great Villa with Sea View and Private Pool in Kas,,1.0,Can,"Gelemiş, Antalya, Turkey","Sea view,Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Shared outdoor pool,TV with standard cable/satellite,Free washer – In unit,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Show more,Show more,","Check-in: 2:00 pm - 12:00 am,Check out: 11:00 am,No smoking,No pets,No parties or events,Show more,Show more,",12369,4,2,2,1,2:00 pm - 12:00 am,11:00 am,Turkey
Daily Bungalow  🌲⛺️,5.0,3.0,Semih,"Uzundere, Rize, Turkey","Valley view,Mountain view,Waterfront,Kitchen,Dedicated workspace,Free parking on premises,Pets allowed,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No smoke alarm,Nearby lake, river, other body of water,Climbing or play structure,󱠁,Carbon monoxide detector not required Show more,Show more,Show more,","Check-in: After 2:00 pm,Check out: 12:00 pm,Pets are allowed,󱤇,Smoking is allowed",12751,5,1,1,1,After 2:00 pm,12:00 pm,Turkey
CASE: PEACEFUL AND JACUZZI VILLA IN NATURE,5.0,7.0,Cihan,"Kaş, Antalya, Turkey","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private pool,Private hot tub,TV,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 3:00 pm,Check out: 10:00 am,Self check-in with lockbox,No smoking,No pets,No parties or events",10684,6,2,2,2,After 3:00 pm,10:00 am,Turkey
Balai Maniago,4.63,8.0,Balai,"San Felipe, Central Luzon, Philippines","Pets allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,",Pets are allowed,2598,3,,1,,,,Philippines
@ Bamboo Resort and ATV Park - Standard Room -EP,4.67,4.0,Pabitra,"Bijanbari, West Bengal, India","Waterfront,Free parking on premises,Shared pool,Indoor fireplace,Breakfast,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 12:00 pm,Check out: 12:00 pm,No pets,󱤇,Smoking is allowed",4000,4,3,3,3,After 12:00 pm,12:00 pm,India
4-Person Villa with Nature View,,,Muhammet,"Kaş, Antalya, Turkey","Kitchen,Wifi,Free parking on premises,Pool,Hot tub,TV,Washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 4:00 pm,Check out: 10:00 am",10839,4,2,2,2,After 4:00 pm,10:00 am,Turkey
"A-Haus One (mini cabin) 
Min. 2pax - Max. 4pax",5.0,8.0,Isla Del Antoño,"Cavinti, Calabarzon, Philippines","Lake view,Mountain view,Waterfront,Kitchen,Dedicated workspace,Pets allowed,Bath,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Nearby lake, river, other body of water,Heights without rails or protection,Show more,Show more,","Check-in: After 2:00 pm,Check out: 12:00 pm,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",6181,5,1,1,2,After 2:00 pm,12:00 pm,Philippines
Farmstay at Parule,5.0,8.0,Prathamesh,"Parule, Maharashtra, India","Free parking on premises,Cot,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 1:00 pm - 7:00 pm,Check out: 11:00 am,Not suitable for infants (under 2 years),No smoking,No pets,No parties or events",8559,2,,2,1,1:00 pm - 7:00 pm,11:00 am,India
Forest Hut w/ access to natural pool & water falls,5.0,4.0,Jay,"Infanta, Calabarzon, Philippines","Garden view,Mountain view,Waterfront,Kitchen,Dedicated workspace,Free parking on premises,Private outdoor pool,Pets allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Pool/hot tub without a gate or lock,Nearby lake, river, other body of water,Show more,Show more,","Check-in: 10:00 am - 12:00 pm,Not suitable for infants (under 2 years),Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",4871,2,1,1,5,10:00 am - 12:00 pm,,Philippines
Park Hotel Surami Chalet (Wild Berry),,1.0,Park Hotel Surami Chalet,"Surami, Shida Kartli., Georgia","Park view,Resort view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Shared pool,Pets allowed,TV,Washing machine","󹀁,Airbnb's COVID-19 safety practices apply,Pool/hot tub without a gate or lock,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: After 2:00 pm,Check out: 12:00 pm,Pets are allowed,󱤇,Smoking is allowed",22758,4,2,2,5,After 2:00 pm,12:00 pm,Georgia
ALANYA BUNGALOW HOMES,,,Ferdi,"Alanya, Antalya, Turkey","Mountain view,River view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Security camera/recording device Show more,Show more,Show more,","Check-in: 12:00 pm - 2:00 pm,Check out: 12:00 pm,No smoking,Pets are allowed",5023,2,1,1,5,12:00 pm - 2:00 pm,12:00 pm,Turkey
Luxurios triangle beach house,4.91,33.0,איליי,"Caesarea, Haifa District, Israel","Beach access – Beachfront,Kitchen,Wifi,Free parking on premises,Hot tub,TV,Washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 3:00 pm,Check out: 11:00 am,Self check-in with lockbox,No smoking,No pets,No parties or events",23852,4,2,2,5,After 3:00 pm,11:00 am,Israel
Sea View Villa in Kas,,,Tamer,Turkey,"Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pool,Hot tub,TV,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 3:00 pm,Self check-in with building staff,No smoking,No pets,No parties or events",8472,6,3,3,2,After 3:00 pm,,Turkey
Spacio Caliraya Teepee House,,1.0,Mia,"Lumban, Calabarzon, Philippines","Free parking on premises,Pool,Air conditioning,Garden,Luggage drop-off allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 2:00 pm - 6:00 pm,Check out: 12:00 pm,No smoking,No pets,No parties or events,Show more,Show more,",4780,2,1,1,,2:00 pm - 6:00 pm,12:00 pm,Philippines
The Cabin By Grey -Vacation House and Events Place,,,Sandy,"Kawit, Calabarzon, Philippines","Kitchen,Wifi,Free parking on premises,Private pool,TV,Air conditioning,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,Smoke alarm,Show more,Show more,","Show more,Show more,",43866,16,5,5,5,,,Philippines
Honeymoon Villa with Jacuzzi and pool Chalet,,1.0,Müslüm,"Kaş, Antalya, Turkey","Kitchen,Wifi,Free parking on premises,Pool,Hot tub,TV,Washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 4:00 pm,Check out: 10:00 am,No pets",7846,2,1,1,1,After 4:00 pm,10:00 am,Turkey
The Cozy Cabins by Woodscation,5.0,3.0,Baljeet,"Dharamshala, Himachal Pradesh, India","Lake access,Free on-street parking,Pets allowed,Garden,Luggage drop-off allowed,Refrigerator,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Show more,Show more,","Check-in: After 11:00 am,Check out: 10:00 am,Pets are allowed",4183,2,2,2,,After 11:00 am,10:00 am,India
"SeptemberGardenHomestay
Prince'sCabin(for couples)",5.0,11.0,Tu,"Lâm Đồng, Vietnam","Kitchen,Wifi,Free parking on premises,Pets allowed,TV with standard cable/satellite,EV charger,Washing machine,Dryer,Patio or balcony,Garden","󹀁,Airbnb's COVID-19 safety practices apply,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: After 1:00 pm,Check out: 11:00 am,Pets are allowed,󱤇,Smoking is allowed",1553,2,1,1,1,After 1:00 pm,11:00 am,Vietnam
Noina's Mystic Mountain.Hut 3,5.0,12.0,Noina,"Tambon Phe, Chang Wat Rayong, Thailand","Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Not suitable for children and infants,No pets,No parties or events,󱤇,Smoking is allowed",3025,2,,1,1,,,Thailand
Mulberry Collection Mint Kalkan'da 4 Kişilik Villa,,,Tatil Villası,"Kaş, Antalya, Turkey","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pool,Hot tub,TV,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 4:00 pm - 12:00 am,Check out: 10:00 am,No smoking,No pets,No parties or events",11189,4,2,2,2,4:00 pm - 12:00 am,10:00 am,Turkey
